Micropower CMOS Integrated Low-Noise Amplification, Filtering, and Digitization of Multimodal Neuropotentials;https://doi.org/10.1109/tbcas.2008.2005297;Excluded (2)
Mitigation of Motion Artifacts in Pulse Oximetry through Redundant Sensors;https://doi.org/10.23919/spa53010.2022.9927970;Excluded (1)
Modeling of EXG (ECG, EMG and EEG) non-idealities using MATLAB;https://doi.org/10.1109/cisp-bmei.2016.7852968;Excluded (2)
Motion artifacts extraction using dwt from ambulatory ECG (A-ECG);https://doi.org/10.1109/iccsp.2014.6950112;Included
MUAP extraction and classification based on wavelet transform and ICA for EMG decomposition;https://doi.org/10.1007/s11517-006-0051-3;Included
Multi-Frequency Impedance Myography: The PhaseX Effect;https://doi.org/10.1109/jsen.2020.3022899;Excluded (1)
Multilead Analysis of T-Wave Alternans in the ECG Using Principal Component Analysis;https://doi.org/10.1109/tbme.2009.2015935;Excluded (2)
Multi-level basis selection of wavelet packet decomposition tree for heart sound classification;https://doi.org/10.1016/j.compbiomed.2013.06.016;Excluded (2)
Multireference adaptive noise canceling applied to the EEG;https://doi.org/10.1109/10.605438;Excluded (2)
Myoelectric Control of a Robotic Manipulator Using Processed Electromyography Signals;https://doi.org/10.1109/eesp64500.2024.00010;Excluded (2)
Nanofiber Web Textile Dry Electrodes for Long-Term Biopotential Recording;https://doi.org/10.1109/tbcas.2012.2201154;Excluded (1)
Neural Recording Stability of Chronic Electrode Arrays in Freely Behaving Primates;https://doi.org/10.1109/iembs.2006.260814;Included
New Technology for Intelligent Analysis of Physiological Data for the Development of Medical Applications in Psychiatry;https://doi.org/10.1109/itnt60778.2024.10582326;Excluded (2)
Noise resilience through band-limitation in signal regression analysis;ISBN: 978-953-184-159-7;Excluded (2)
Noninvasive Measurement of Physiological Signals on a Modified Home Bathroom Scale;https://doi.org/10.1109/tbme.2012.2186809;Excluded (2)
Novel brick-wall filters based on the auditory system;https://doi.org/10.1109/icassp.1998.679670;Excluded (1)
Objective response detection in an electroencephalogram during somatosensory stimulation;https://doi.org/10.1114/1.1305530;Included
On the Stability of the n:m Phase Synchronization Index;https://doi.org/10.1109/tbme.2010.2063028;Excluded (2)
Optimal EMG amplitude detectors for muscle-computer interface;https://doi.org/10.1109/ecticon.2013.6559485;Included
Optimal Estimation of EMG Standard Deviation (EMG $\sigma$) in Additive Measurement Noise: Model-Based Derivations and Their Implications;https://doi.org/10.1109/tnsre.2019.2951081;Included
Optimal Estimation of EMG Standard Deviation (EMG$\sigma$) in Additive Measurement Noise: Model-Based Derivations and Their Implications;;(Duplicate)
Optimal filtering and quality control of the signal-averaged ECG. High-fidelity 1-minute recordings;PMID: 7867191;Excluded (2)
Optimal imaging of cortico-muscular coherence through a novel regression technique based on multi-channel EEG and un-rectified EMG;https://doi.org/10.1016/j.neuroimage.2011.04.071;Included
Optimization of Data Quality Related EMG Feature Extraction Parameters to Increase Hand Movement Classification Accuracy;https://doi.org/10.1109/embc46164.2021.9629824;Included
Optimized Filtering and Posture Analysis for Noise Reduction in BCG-Based Heart Rate Monitoring;https://doi.org/10.1109/icce63647.2025.10929984;Excluded (1)
Optimizing signal averaging methods;https://doi.org/10.1109/iembs.1989.95550;Excluded (2)
Parallel Acceleration on Removal of Optical Mapping Baseline Wandering;https://doi.org/10.22489/cinc.2019.433;Excluded (1)
Parametric modelling of cardiac systm multiple measurement signal: an open-source computer framework for performance evaluation of ECG, PCG and ABP event detectors;https://doi.org/10.3109/03091902.2011.645945;Excluded (2)
Parametric Sparse Coding of Brain Connectivity Graph Signals for Schizophrenic EEG data;https://doi.org/10.1109/icccnt61001.2024.10725230;Excluded (2)
Performance analysis of FIR and IIR filters for ECG signal denoising based on SNR;https://doi.org/10.1109/icrcicn.2017.8234487;Excluded (2)
Performance analysis of Welch and Blackman Nuttall window for noise reduction of ECG;https://doi.org/10.1109/ispcc.2015.7375003;Excluded (2)
Performance comparison of IST and multi scale principal component analysis in the EEG signal processing;https://doi.org/10.1109/iccmc.2017.8282523;Included
Performance evaluation of algorithms for later potentials detection: a simulated study;https://doi.org/10.1109/cic.1988.72655;Excluded (2)
Performance Evaluation of QT-R Adaptation Time Lag Estimation in Exercise Stress Testing;https://doi.org/10.1109/tbme.2024.3410008;Excluded (2)
Performance of three electromyogram decomposition algorithms as a function of signal to noise ratio: Assessment with experimental and simulated data;https://doi.org/10.1109/spmb.2014.7002963;Excluded (2)
Power feasibility of implantable digital spike sorting circuits for neural prosthetic systems;https://doi.org/10.1109/tnsre.2005.854307;Excluded (2)
Prediction of Cerebral Palsy in Newborns With Hypoxic-Ischemic Encephalopathy Using Multivariate EEG Analysis and Machine Learning;https://doi.org/10.1109/access.2021.3118076;Included
Principal component model for maternal ECG extraction in fetal QRS detection;https://doi.org/10.1088/0967-3334/35/8/1637;Excluded (2)
Probability density of the surface electromyogram and its relation to amplitude detectors;https://doi.org/10.1109/10.764949;Included
Procedure for Removing Artifacts from EMG Signals Envelope Assuming CMN;https://doi.org/10.1109/iceee.2019.8884527;Excluded (2)
Processing of EEG Signal for Classification of Epilepsy;https://doi.org/10.1109/iccsp48568.2020.9182271;Excluded (2)
Properties of rectified averaging of an evoked-type signal: theory and application to the vestibular-evoked myogenic potential;https://doi.org/10.1007/s00221-009-1993-0;Included
P wave signal-averaged ECG in normal population and in patients with converted atrial fibrillation;https://doi.org/10.1111/j.1542-474x.2011.00462.x;Excluded (2)
Quality Assessment of ECG Signals Based on Support Vector Machines and Binary Decision Trees;https://doi.org/10.1109/siu49456.2020.9302262;Excluded (2)
Quality evaluation of wavelet functions for myopulse suppression in electrocardiogram;https://doi.org/10.1109/scopes.2016.7955630;Included
Random forest based feature ranking to evaluate the effect of motion artifact on different clinical features of PPG Signal;https://doi.org/10.1109/iciscois56541.2023.10100487;Excluded (1)
Real Time Cardiac Monitoring and Disease Prediction Using Digital Stethoscope;https://doi.org/10.1109/icetea64585.2025.11099789;Excluded (1)
Real-time monitoring of the heart conditions via electrocardiogram processing at different lifestyle situations;https://doi.org/10.1109/icaee.2017.8255416;Included
Real-Time Stimulus Artifact Rejection Via Template Subtraction;https://doi.org/10.1109/tbcas.2013.2274574;Excluded (1)
Real-Time Task Discrimination for Myoelectric Control Employing Task-Specific Muscle Synergies;https://doi.org/10.1109/tnsre.2015.2410176;Excluded (2)
Recording human electrocorticographic (ECoG) signals for neuroscientific research and real-time functional cortical mapping;https://doi.org/10.3791/3993;Excluded (1)
Reduction of CPR artifacts in the ventricular fibrillation ECG by coherent line removal;https://doi.org/10.1186/1475-925x-9-2;Included
Remote R-Peak Detection in Single-Lead ECG Chest Monitors Using Clustering Classification and Laser-Induced Graphene Electrodes;https://doi.org/10.1109/jflex.2025.3586821;Included
Removal of CPR Artifacts From the Ventricular Fibrillation ECG by Adaptive Regression on Lagged Reference Signals;https://doi.org/10.1109/tbme.2007.902235;Included
Removal of Noises from an ECG Signal Using an Adaptive S-Median Thresholding Technique;https://doi.org/10.1109/aspcon49795.2020.9276706;Excluded (2)
Removal of ocular artifacts in EEG signals measured in a neuroeconomics experiment;https://doi.org/10.1109/siu.2017.7960675;Included
Revealing the dynamic correlation between neural and muscular signals using time-dependent granger causality analysis;https://doi.org/10.1049/ic:20050339;Excluded (2)
Revisiting QRS detection methodologies for portable, wearable, battery-operated, and wireless ECG systems;https://doi.org/10.1371/journal.pone.0084018;Excluded (2)
Rhythmic component extraction for multi-channel EEG data analysis;https://doi.org/10.1109/icassp.2008.4517637;Excluded (2)
Robust algorithm for objective hearing screening of newborns using Automated Auditory Brain-stem Response;https://doi.org/10.1109/mercon.2016.7480131;Excluded (1)
Sampling frequency of the electrocardiogram for spectral analysis of the heart rate variability;https://doi.org/10.1109/10.43621;Excluded (2)
Scale selection technique for heartbeat detection algorithm;https://doi.org/10.1109/ssd.2017.8166996;Excluded (2)
Self-paced BCI using multiple SWT-based classifiers;https://doi.org/10.1109/iembs.2008.4649606;Excluded (1)
Separation of electrocardiographic from electromyographic signals using dynamic filtration;https://doi.org/10.1016/j.medengphy.2018.04.007;Included
Separation of Physiological Signals Using Minimum Norm Projection Operators;https://doi.org/10.1109/tbme.2016.2582643;Excluded (2)
Signal analysis of electromyogram by artificial neural network;https://doi.org/10.1109/sipnn.1994.344856&;Excluded (2)
Signal conditioning techniques for health monitoring devices;https://doi.org/10.1109/tsp.2012.6256369;Excluded (2)
Signal quality and false myocardial ischemia alarms in ambulatory electrocardiograms;https://doi.org/10.1109/memea.2014.6860078;Excluded (2)
Signal strength in nerve cuff electrode recordings;https://doi.org/10.1109/iembs.2001.1019041;Included
Small-Dimension Feature Matrix Construction Method for Decoding Repetitive Finger Movements From Electroencephalogram Signals;https://doi.org/10.1109/access.2020.2982210;Excluded (2)
SMANet: A Model Combining SincNet, Multi-Branch Spatial-Temporal CNN, and Attention Mechanism for Motor Imagery BCI;https://doi.org/10.1109/tnsre.2025.3560993;Excluded (2)
Some limitations of localizing inert region from eeg;ISBN: 978-981-05-79;Included
Subtraction of 16.67 Hz railroad net interference from the electrocardiogram: application for automatic external defibrillators;https://doi.org/10.1088/0967-3334/26/6/009;Included
Surface electromyography as a tool to assess the responses of car passengers to lateral accelerations. Part II: Objective comparison of vehicles;https://doi.org/10.1016/j.jelekin.2005.11.011;Included
Surface EMG and spatial resolution analysis with estimation of electromyographic descriptors;https://doi.org/10.1109/iembs.2008.4650274;Included
Surrogate-Based Artifact Removal From Single-Channel EEG;https://doi.org/10.1109/tnsre.2018.2794184;Excluded (1)
Testing the Significance of Connectivity Networks: Comparison of Different Assessing Procedures;https://doi.org/10.1109/tbme.2016.2621668;Excluded (2)
Textile-structured human body surface biopotential signal acquisition electrode;https://doi.org/10.1109/cisp.2011.6100739;Excluded (2)
The corner frequencies of the ECG amplifier for heart rate variability analysis;https://doi.org/10.1088/0967-3334/26/1/004;Excluded (2)
The design of CMOS general-purpose analog front-end circuit with tunable gain and bandwidth for biopotential signal recording systems;https://doi.org/10.1109/iembs.2011.6091185;Excluded (2)
The effect of artifact correction on spectral estimates of heart rate variability;https://doi.org/10.1109/iembs.2008.4649751;Included
The effect of linear mixing in the EEG on Hurst exponent estimation;https://doi.org/10.1016/j.neuroimage.2014.05.041;Included
The impact of head movements on EEG and contact impedance: An adaptive filtering solution for motion artifact reduction;https://doi.org/10.1109/embc.2014.6944763;Included
The interpretation of abdominal wall muscle recruitment strategies change then the electrocardiogram (ECG) is removed from the electromyogram (EMG);https://doi.org/10.1016/j.jelekin.2007.10.004;Excluded (2)
Toward Completely Sampled Extracellular Neural Recording During fMRI;https://doi.org/10.1109/tmi.2022.3149002;Excluded (2)
Towards a Self-Powered ECG and PPG Sensing WEarable Device;https://doi.org/10.1109/embc46164.2021.9631062;Excluded (2)
Transient encephalographic alpha power loss during maintenance of general anaesthesia;https://doi.org/10.1016/j.bja.2018.11.029;Included
Two Methods for Optimal MECG Elimination and FECG Detection from Skin Electrode Signals;https://doi.org/10.1109/tbme.1987.325949;Excluded (2)
Two-Wired Current Modulator Active Electrode for Ambulatory Biosignal Recording;https://doi.org/10.1109/tbcas.2018.2888996;Excluded (2)
 Use of a power law scaling relationship to analyze signal averaged ECGs;https://doi.org/10.1109/cic.1990.144229;Excluded (2)
Use of time-frequency representations to enhance the signal-to-noise ratio of the signal-averaged ECG;https://doi.org/10.1109/cic.1992.269510;Excluded (2)
Using Component Synchrony Measure for somatosensory evoked potential detection;https://doi.org/10.1109/iembs.2006.260034;Included
Variational mode decomposition based ECG denoising using non-local means and wavelet domain filtering;https://doi.org/10.1007/s13246-018-0685-0;Excluded (2)
Very Low-Noise ENG Amplifier System Using CMOS Technology;https://doi.org/10.1109/tnsre.2006.886731;Excluded (1)
Wavelet-Based Assessment of the Muscle-Activation Frequency Range by EMG Analysis;https://doi.org/10.1109/access.2022.3141162;Included
Wavelet Thresholding Using GWO Optimization for EEG Denoising;https://doi.org/10.1109/ictest60614.2024.10576110;Included
Wearable Sensors for Frequency-Multiplexed EIT and Multilead ECG Data Acquisition;https://doi.org/10.1109/tbme.2018.2857199;Excluded (2)
